messageId,boardId,kudosCount,postDate,solution,subject,text,url,views,author_userId,forumsThread_threadId,plain_text,bow,bowSubject,neAnnotated,bowAnnotated
1374,festnetz,0,"2014-02-01 21:17:28",0,"AW: Portierung seit Oktober 2013, das ist doch nicht normal, oder?","<P>Hallo Herr Weser,</P> <P>&nbsp;</P> <P>in Ihrem Beitrag wurden persönliche Daten veröffentlicht. Um unseren Nutzungsbedingungn zu entsprechen, habe ich diese entfernt.<BR />Das&nbsp;Telekom hilft-Team wird sich aber Montag Morgen bei Ihnen melden, dass der wirklich schlecht gelaufene Portierungsauftrag endlich zu Ihrer Zufriedenheit abgeschlossen werden kann.</P> <P>&nbsp;</P> <P>Grüße</P> <P>Fabian</P>",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/1374#M5996,1133,120,1372,"Hallo Herr Weser,       in Ihrem Beitrag wurden persönliche Daten veröffentlicht. Um unseren Nutzungsbedingungn zu entsprechen, habe ich diese entfernt. Das Telekom hilft-Team wird sich aber Montag Morgen bei Ihnen melden, dass der wirklich schlecht gelaufene Portierungsauftrag endlich zu Ihrer Zufriedenheit abgeschlossen werden kann.       Grüße   Fabian",,,0,0
1400,festnetz,0,"2014-02-03 14:47:40",0,"Hallo Herr Weser und herzlich willkommen in unserer Busin...","Hallo Herr Weser und herzlich willkommen in unserer Business Community! Das hört sich nach einer ziemlichen Odyssee an. Ich werde mir die Sache gerne mal genauer ansehen. Bitte füllen Sie unser Kontaktformular aus: <A href="http://bit.ly/1edvF8U" target="_blank" rel="nofollow noopener noreferrer">http://bit.ly/1edvF8U</A> Ich melde mich dann bei Ihnen. Das wäre doch gelacht, wenn wir keine Lösung finden. Viele Grüße Svenja",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/1400#M5997,1061,124,1372,"Hallo Herr Weser und herzlich willkommen in unserer Business Community! Das hört sich nach einer ziemlichen Odyssee an. Ich werde mir die Sache gerne mal genauer ansehen. Bitte füllen Sie unser Kontaktformular aus:  http://bit.ly/1edvF8U  Ich melde mich dann bei Ihnen. Das wäre doch gelacht, wenn wir keine Lösung finden. Viele Grüße Svenja",,,0,0
3065,festnetz,0,"2014-03-21 07:07:24",0,"AW: Portierung seit Oktober 2013, das ist doch nicht normal, oder?","<P>Ich habe doch tatsächlich geglaubt, dass man hier Hilfe bekommen würde.....</P> <P>&nbsp;</P> <P>Nach einem sehr freundlichen Telefonat mit der einem Kundenberater bekamen wir am 11.02. einen neuen Portierungsauftrag. Sofort unterschrieben und zurückgeschickt.</P> <P>&nbsp;</P> <P>Am 17.02. dann die Bestätigung des Portierungstermins: Der Anschluss wird am 17.03. portiert.</P> <P>Zum <STRONG>VIERTEN</STRONG> Mal die Kunden informiert, dass am 17.03. eine Umstellung durchgeführt wird und unser Anschluss vorübergehend nicht erreichbar sein wird.</P> <P>Zum<STRONG> VIERTEN</STRONG> Mal einen Techniker zur Umstellung unserer Telefonanlage reserviert.</P> <P>&nbsp;</P> <P>Am 16.03. noch keine neuen Zugangsdaten von der Telekom, also angerufen.</P> <P>Zugangsdaten sollen innerhalb einer Stunde per Mail kommen.</P> <P>Es kam - <STRONG>NICHTS</STRONG>.</P> <P>&nbsp;</P> <P>In der Nacht auf den 17.03. dann eine Mail von 1&amp;1:</P> <P>Telekom hat mitgeteilt, dass die Schaltung nicht zum genannten Termin durchgeführt werden kann.</P> <P>&nbsp;</P> <P>Am 18.03. Mail von 1&amp;1: Neuer Portierungstermin 21.03..</P> <P>Am 19.03. Schreiben von der Telekom: Portierungstermin am 21.03..</P> <P>&nbsp;</P> <P>Zum <STRONG>FÜNFTEN</STRONG> Mal die Kunden informiert, dass am 21.03. eine Umstellung durchgeführt wird und unser Anschluss vorübergehend nicht erreichbar sein wird.</P> <P>Zum <STRONG>FÜNFTEN</STRONG> Mal einen Techniker zur Umstellung unserer Telefonanlage reserviert.</P> <P>&nbsp;</P> <P>Gestern, am 20.03. noch keine neuen Zugangsdaten von der Telekom, also angerufen.<BR />Zugangsdaten sollen innerhalb einer Stunde per Mail kommen.</P> <P>Es kam - <STRONG>WIEDERMAL NICHTS</STRONG>.</P> <P>&nbsp;</P> <P>Heute Nacht Mail von 1&amp;1 und was steht da wohl drin?</P> <P>"Die Telekom hat uns mitgeteilt,dass die Schaltung <STRONG>nicht zum genannten Termin</STRONG> durchgeführt werden kann."</P> <P>&nbsp;</P> <P>Das Maß ist jetzt endgültig voll. Heute geht eine Beschwerde an die Bundesnetzagentur und</P> <P>wir werden auf dem Rechtsweg die Kosten für die Technikerbereitstellungen und unseren Arbeitsaufwand in Rechnung stellen.</P> <P>&nbsp;</P> <P><STRONG>6 Monate für eine lächerliche Portierung - eine Lachnummer der Telekom.<BR /><BR /><BR />-----------private Daten wurden entfernt-----------</STRONG></P>",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/3065#M5998,852,270,1372,"Ich habe doch tatsächlich geglaubt, dass man hier Hilfe bekommen würde.....       Nach einem sehr freundlichen Telefonat mit der einem Kundenberater bekamen wir am 11.02. einen neuen Portierungsauftrag. Sofort unterschrieben und zurückgeschickt.       Am 17.02. dann die Bestätigung des Portierungstermins: Der Anschluss wird am 17.03. portiert.   Zum  VIERTEN  Mal die Kunden informiert, dass am 17.03. eine Umstellung durchgeführt wird und unser Anschluss vorübergehend nicht erreichbar sein wird.   Zum  VIERTEN  Mal einen Techniker zur Umstellung unserer Telefonanlage reserviert.       Am 16.03. noch keine neuen Zugangsdaten von der Telekom, also angerufen.   Zugangsdaten sollen innerhalb einer Stunde per Mail kommen.   Es kam -  NICHTS .       In der Nacht auf den 17.03. dann eine Mail von 1&1:   Telekom hat mitgeteilt, dass die Schaltung nicht zum genannten Termin durchgeführt werden kann.       Am 18.03. Mail von 1&1: Neuer Portierungstermin 21.03..   Am 19.03. Schreiben von der Telekom: Portierungstermin am 21.03..       Zum  FÜNFTEN  Mal die Kunden informiert, dass am 21.03. eine Umstellung durchgeführt wird und unser Anschluss vorübergehend nicht erreichbar sein wird.   Zum  FÜNFTEN  Mal einen Techniker zur Umstellung unserer Telefonanlage reserviert.       Gestern, am 20.03. noch keine neuen Zugangsdaten von der Telekom, also angerufen. Zugangsdaten sollen innerhalb einer Stunde per Mail kommen.   Es kam -  WIEDERMAL NICHTS .       Heute Nacht Mail von 1&1 und was steht da wohl drin?   Die Telekom hat uns mitgeteilt,dass die Schaltung  nicht zum genannten Termin  durchgeführt werden kann.       Das Maß ist jetzt endgültig voll. Heute geht eine Beschwerde an die Bundesnetzagentur und   wir werden auf dem Rechtsweg die Kosten für die Technikerbereitstellungen und unseren Arbeitsaufwand in Rechnung stellen.       6 Monate für eine lächerliche Portierung - eine Lachnummer der Telekom. -----------private Daten wurden entfernt-----------",,,0,0
3067,festnetz,0,"2014-03-21 09:11:43",0,"AW: Portierung seit Oktober 2013, das ist doch nicht normal, oder?","<P>Nach soeben erfolgter Rücksprache mit der Portierungsstelle der Telekom wurde der Auftrag wieder "aus technischen Gründen" storniert.</P><P>&nbsp;</P><P>Es gibt noch keinen neuen Termin.</P><P>&nbsp;</P><P>Welcher technische Grund diesmal vorlag, kann wieder einmal niemand erklären.</P><P>&nbsp;</P>",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/3067#M5999,841,270,1372,"Nach soeben erfolgter Rücksprache mit der Portierungsstelle der Telekom wurde der Auftrag wieder aus technischen Gründen storniert.   Es gibt noch keinen neuen Termin.   Welcher technische Grund diesmal vorlag, kann wieder einmal niemand erklären.  ",,,0,0
3069,festnetz,0,"2014-03-21 14:51:57",0,"Hallo sweser. Wir haben Ihre Daten noch vorliegen und uns...","Hallo sweser. Wir haben Ihre Daten noch vorliegen und uns auch schon kundig gemacht. Leider mit denselben Ergebnis wie Sie. Tut mir wirklich leid, dass sich das Ganze so in die Länge zieht. Aber wir lassen Sie nicht im Regen stehen und sind weiter an dem Fall dran. Aktuell kann ich Ihnen noch nichts Neues sagen, aber wir prüfen die Gründe der Verzögerung und versuchen zu so schnell wie möglich die Portierung über die Bühne zu bekommen. Wir melden uns. <img class="emoticon emoticon-happy" id="happy" src="https://riokc95758.i.lithium.com/html/images/emoticons/smile-plus_generic_authentic_center_16x16.png" alt="Fröhlich" title="Fröhlich" /> Liebe Grüße Susann",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/3069#M6000,600,124,1372,"Hallo sweser. Wir haben Ihre Daten noch vorliegen und uns auch schon kundig gemacht. Leider mit denselben Ergebnis wie Sie. Tut mir wirklich leid, dass sich das Ganze so in die Länge zieht. Aber wir lassen Sie nicht im Regen stehen und sind weiter an dem Fall dran. Aktuell kann ich Ihnen noch nichts Neues sagen, aber wir prüfen die Gründe der Verzögerung und versuchen zu so schnell wie möglich die Portierung über die Bühne zu bekommen. Wir melden uns.   Liebe Grüße Susann",,,0,0
3085,festnetz,0,"2014-03-24 19:07:23",0,"Die Gründe liegen nicht bei 1&amp;1","<P>Hallo,</P><P>&nbsp;</P><P>1&amp;1 hat mir heute den Schriftverkehr geschickt.</P><P>Demnach wurde <FONT color="#FF0000"><STRONG>JEDER </STRONG><FONT color="#000000">bisherige Portierungstermin</FONT></FONT> von der Telekom abgesagt und 1&amp;1 zur Weiterversorgung "verdonnert".</P><P>&nbsp;</P><P>Ich hatte heute in Siegburg einen Kunden, der vier Wochen darauf gewartet hat, dass die Telekom seine Rufnummer eine Strasse weiter umgezogen hat, er hat als Entschädigung drei Monate Grundgebührerlass bekommen.</P><P>Demnach haben wir ja schon ein Jahr gratis.</P><P>&nbsp;</P><P>Am 29. September muss unser zweiter Anschluss portiert werden, vielleicht sollte die Telekom schonmal damit anfangen, dann klappts vielleicht zum Termin.</P><P>&nbsp;</P><P>Sorry, aber inzwischen fehlt mir jedes Verständnis für diese Inkompetenz.</P><P>&nbsp;</P><P>MfG</P><P>&nbsp;</P>",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/3085#M6001,587,270,1372,"Hallo,   1&1 hat mir heute den Schriftverkehr geschickt. Demnach wurde  JEDER  bisherige Portierungstermin  von der Telekom abgesagt und 1&1 zur Weiterversorgung verdonnert.   Ich hatte heute in Siegburg einen Kunden, der vier Wochen darauf gewartet hat, dass die Telekom seine Rufnummer eine Strasse weiter umgezogen hat, er hat als Entschädigung drei Monate Grundgebührerlass bekommen. Demnach haben wir ja schon ein Jahr gratis.   Am 29. September muss unser zweiter Anschluss portiert werden, vielleicht sollte die Telekom schonmal damit anfangen, dann klappts vielleicht zum Termin.   Sorry, aber inzwischen fehlt mir jedes Verständnis für diese Inkompetenz.   MfG  ",,,0,0
3123,festnetz,0,"2014-03-27 10:18:04",0,"Schön das wir nicht die Einzigen sind...","<P>Da sich hier scheinbar auch nichts mehr tut...<BR /><BR />Das Problem kommt mir bekannt vor, &nbsp;evtl hilft Ihnen dieses Formular weiter:<BR /><A target="_blank" href="https://www.bundesnetzagentur.de/SharedDocs/Downloads/DE/Sachgebiete/Telekommunikation/Verbraucher/Anbieterwechsel/Beschwerdeformular_Anbieterwechsel_doc.doc?__blob=publicationFile&amp;v=2" rel="nofollow noopener noreferrer">https://www.bundesnetzagentur.de/SharedDocs/Downloads/DE/Sachgebiete/Telekommunikation/Verbraucher/Anbieterwechsel/Beschwerdeformular_Anbieterwechsel_doc.doc?__blob=publicationFile&amp;v=2</A></P><P><BR />Viel Erfolg!</P><P>&nbsp;</P>",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/3123#M6002,569,509,1372,"Da sich hier scheinbar auch nichts mehr tut... Das Problem kommt mir bekannt vor,  evtl hilft Ihnen dieses Formular weiter: https://www.bundesnetzagentur.de/SharedDocs/Downloads/DE/Sachgebiete/Telekommunikation/Verbraucher/Anbieterwechsel/Beschwerdeformular_Anbieterwechsel_doc.doc?__blob=publicationFile&v=2 Viel Erfolg!  ",,,0,0
3129,festnetz,0,"2014-03-27 21:58:59",0,"AW: Schön das wir nicht die Einzigen sind...","<P>Nun wirds zur endgültigen Lachnummer:</P><P>Nachdem also NICHTS passiert ist, kommt am 21.03. um 15:50 folgende SMS:</P><P>&nbsp;</P><P><EM><STRONG>Sehr geehrte Kunden,</STRONG></EM></P><P><EM><STRONG>gern haben wir den Auftrag für Ihren Festnetz-Anschluss ausgeführt.</STRONG></EM></P><P><EM><STRONG>Wir wünschen Ihnen viel Spaß mit unseren Produkten.</STRONG></EM></P><P><EM><STRONG>Ihre Telekom Deutschland GmbH</STRONG></EM></P><P><EM><STRONG>&nbsp;</STRONG></EM></P><P>Ich bin fassungslos. Da wird man auch noch komplett verarscht. <EM><STRONG><BR /></STRONG></EM></P><P>&nbsp;</P><P>Die Bundesnetzagentur ist informiert, hat die "<EM>...Beschwerde geprüft</EM>&nbsp;<EM>und zur Eskalation an die beteiligten Anbieter weitergeleitet.</EM>".</P>",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/3129#M6003,545,270,1372,"Nun wirds zur endgültigen Lachnummer: Nachdem also NICHTS passiert ist, kommt am 21.03. um 15:50 folgende SMS:   Sehr geehrte Kunden, gern haben wir den Auftrag für Ihren Festnetz-Anschluss ausgeführt. Wir wünschen Ihnen viel Spaß mit unseren Produkten. Ihre Telekom Deutschland GmbH   Ich bin fassungslos. Da wird man auch noch komplett verarscht.    Die Bundesnetzagentur ist informiert, hat die  ...Beschwerde geprüft   und zur Eskalation an die beteiligten Anbieter weitergeleitet. .",,,0,0
3135,festnetz,0,"2014-03-28 10:36:36",0,"Hallo sweser. Ich bin etwas sprachlos. Ich kann mir nicht...","Hallo sweser. Ich bin etwas sprachlos. Ich kann mir nicht erklären, warum Sie solch eine SMS erhalten haben. Wir wollen natürlich niemanden auf den Arm nehmen. Ich kann mir vorstellen, dass noch ein alter Auftrag für Endgeräte, RechnungOnline oder Ähnliches im System hing und dieser nun ausgeführt wurde. Entschuldigung für die Verwirrungen. Aber ich hoffe, dass die Eskalation der Bundesnetzagentur etwas bringt. Der Auftrag wurde ja storniert und neu eingestellt. Da wir uns an die Regeln des Prozesses halten müssen, hat sich der Portierungstermin leider noch weiter in die Zukunft verschoben. Die Bundesnetzagentur kann da sicherlich mehr machen und sich über die Regeln hinaus bewegen und handeln. Liebe Grüße Susann",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/3135#M6004,529,124,1372,"Hallo sweser. Ich bin etwas sprachlos. Ich kann mir nicht erklären, warum Sie solch eine SMS erhalten haben. Wir wollen natürlich niemanden auf den Arm nehmen. Ich kann mir vorstellen, dass noch ein alter Auftrag für Endgeräte, RechnungOnline oder Ähnliches im System hing und dieser nun ausgeführt wurde. Entschuldigung für die Verwirrungen. Aber ich hoffe, dass die Eskalation der Bundesnetzagentur etwas bringt. Der Auftrag wurde ja storniert und neu eingestellt. Da wir uns an die Regeln des Prozesses halten müssen, hat sich der Portierungstermin leider noch weiter in die Zukunft verschoben. Die Bundesnetzagentur kann da sicherlich mehr machen und sich über die Regeln hinaus bewegen und handeln. Liebe Grüße Susann",,,0,0
3159,festnetz,0,"2014-03-28 18:51:15",0,"Und heute ging es weiter ...","<P>14:30 Im Auto unterwegs Anruf von der Telekom. Hier der Mitschnitt:</P><P>&nbsp;</P><P><STRONG><EM>Telekom:</EM></STRONG> (sehr nette Dame) Ich muss hier eine Anfrage der Bundesnetzagentur klären. Ich habe eine gute Lösung für Sie, wenn Sie einverstanden sind: Ich kann Ihnen sofort einen neuen ISDN-Anschluss schalten und Ihre Rufnummern portieren.</P><P><EM><STRONG>Ich: </STRONG></EM>(<FONT color="#000000">ringe mit der Fassung und muss erstmal rechts ranfahren) Warum jetzt ISDN, ich hab ja jetzt schon&nbsp; VoiP mit DSL 6000. Ich will VDSL haben.<BR /></FONT></P><P><FONT color="#000000"><EM><STRONG>Telekom:</STRONG></EM> Weil <FONT color="#FF0000"><STRONG>DAS SYSTEM</STRONG></FONT> immer Ihre VDSL-Beauftragung ablehnt. Bei ISDN kann das nicht passieren.<BR /></FONT></P><P><FONT color="#000000"><EM><STRONG>Ich: </STRONG></EM>Und warum macht <STRONG><FONT color="#FF0000">DAS SYSTEM</FONT></STRONG> das?<BR /></FONT></P><P><FONT color="#000000"><FONT color="#000000"><EM><STRONG>Telekom:</STRONG></EM></FONT> Das weiss ich nicht.<BR /></FONT></P><P><FONT color="#000000"><FONT color="#000000"><EM><STRONG>Ich:</STRONG></EM></FONT> Warum weiss das niemand? Es muss doch irgenwo nachvollzogen werden können, warum die Ablehnung erfolgt.<BR /></FONT></P><P><FONT color="#000000"><FONT color="#000000"><EM><STRONG>Telekom: </STRONG></EM>Es gibt Schnittstellenprobleme.<EM><STRONG><BR /></STRONG></EM></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><EM><STRONG><FONT color="#000000"><EM><STRONG>Ich:</STRONG></EM></FONT></STRONG></EM><FONT color="#000000"> Was heisst das? Keine Ports </FONT><FONT color="#000000">frei oder was?</FONT><EM><STRONG><FONT color="#000000"><EM><STRONG><BR /></STRONG></EM></FONT></STRONG></EM></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><EM><STRONG>Telekom:</STRONG></EM> Nein, Schnittstellenprobleme eben. Der Computer macht das alleine, da haben wir keinen Einfluss drauf.<EM><STRONG><BR /></STRONG></EM></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><EM><STRONG><FONT color="#000000"><EM><STRONG>Ich:</STRONG></EM></FONT></STRONG></EM><FONT color="#000000"> (stelle mir gerade einnen Haufen rauchender Computer vor)</FONT><FONT color="#000000">Wenn ich jetzt ISDN schalten lasse, wann bekomme ich dann das VDSL?</FONT><EM><STRONG><FONT color="#000000"><EM><STRONG><BR /></STRONG></EM></FONT></STRONG></EM></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><EM><STRONG>Telekom:</STRONG></EM> Das weiss ich nicht, wir müssen dann die Umstellung beantragen.<BR /></FONT></FONT></FONT></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><EM><STRONG><FONT color="#000000"><EM><STRONG>Ich:</STRONG></EM></FONT></STRONG></EM><FONT color="#000000"> Und wenn die dann wieder von dem bösen Computer unbegründet abgelehnt wird?<BR /></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><EM><STRONG>Telekom:</STRONG></EM> Das kann natürlich passieren.<BR /></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><EM><STRONG><FONT color="#000000"><EM><STRONG>Ich:</STRONG></EM></FONT></STRONG></EM><FONT color="#000000"> Was ist denn dann anders als an der jetzigen Situation? Außer das ich vom VoiP back zu ISDN gehe?<BR /></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><EM><STRONG>Telekom:</STRONG></EM> (klingt nun ziemlich angep***t) Dann schreib ich jetzt hier rein, dass Sie das Angebot ablehnen. Ich wünsche Ihnen noch einen schönen Tag, auf Wiederhören.<BR /></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><EM><STRONG><FONT color="#000000"><EM><STRONG>Ich:</STRONG></EM></FONT></STRONG></EM><FONT color="#000000"> Wünsche ich Ihnen auch, auf Wiederhören.<BR /></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000">&nbsp;</FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#FF0000"><STRONG>WAS WAR DAS DENN?<FONT color="#000000"><BR /></FONT></STRONG></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></P><P><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000"><FONT color="#000000">&nbsp;</FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></FONT></P>",https://telekomhilft.telekom.de/t5/Festnetz-Internet/Portierung-seit-Oktober-2013-das-ist-doch-nicht-normal-oder/m-p/3159#M6005,410,270,1372,"14:30 Im Auto unterwegs Anruf von der Telekom. Hier der Mitschnitt:   Telekom:  (sehr nette Dame) Ich muss hier eine Anfrage der Bundesnetzagentur klären. Ich habe eine gute Lösung für Sie, wenn Sie einverstanden sind: Ich kann Ihnen sofort einen neuen ISDN-Anschluss schalten und Ihre Rufnummern portieren. Ich:  ( ringe mit der Fassung und muss erstmal rechts ranfahren) Warum jetzt ISDN, ich hab ja jetzt schon  VoiP mit DSL 6000. Ich will VDSL haben. Telekom:  Weil  DAS SYSTEM  immer Ihre VDSL-Beauftragung ablehnt. Bei ISDN kann das nicht passieren. Ich:  Und warum macht  DAS SYSTEM  das? Telekom:  Das weiss ich nicht. Ich:  Warum weiss das niemand? Es muss doch irgenwo nachvollzogen werden können, warum die Ablehnung erfolgt. Telekom:  Es gibt Schnittstellenprobleme. Ich:  Was heisst das? Keine Ports  frei oder was? Telekom:  Nein, Schnittstellenprobleme eben. Der Computer macht das alleine, da haben wir keinen Einfluss drauf. Ich:  (stelle mir gerade einnen Haufen rauchender Computer vor) Wenn ich jetzt ISDN schalten lasse, wann bekomme ich dann das VDSL? Telekom:  Das weiss ich nicht, wir müssen dann die Umstellung beantragen. Ich:  Und wenn die dann wieder von dem bösen Computer unbegründet abgelehnt wird? Telekom:  Das kann natürlich passieren. Ich:  Was ist denn dann anders als an der jetzigen Situation? Außer das ich vom VoiP back zu ISDN gehe? Telekom:  (klingt nun ziemlich angep***t) Dann schreib ich jetzt hier rein, dass Sie das Angebot ablehnen. Ich wünsche Ihnen noch einen schönen Tag, auf Wiederhören. Ich:  Wünsche ich Ihnen auch, auf Wiederhören.   WAS WAR DAS DENN?  ",,,0,0
